Wavelength	Name	Ionization Stage	RelInt
684.926	Zr	1	7
684.933	Nb	1	19
684.952	In	2	1
684.984	Gd	1	141
685.006	Hf	1	81
685.020	Ti	1	6
685.048	Ni	1	3
685.200	Dy	1	100
685.226	Nd	1	249
685.230	Ti	1	7
685.256	Zr	1	7
685.296	Dy	1	352
685.357	Ce	1	5
685.360	Sm	1	192
685.384	Zr	1	7
685.414	Tm	1	162
685.463	Zr	1	7
685.516	Fe	1	141
685.529	Hf	2	58
685.572	Ti	1	21
685.603	F	1	1
685.646	Dy	1	232
685.653	Ce	1	5
685.699	Nd	1	255
685.725	Fe	1	11
685.760	N	2	1
685.790	Zr	1	9
685.810	Ti	1	5
685.813	Sm	1	192
685.816	Fe	1	31
685.838	Co	1	26
685.876	Hf	1	66
686.039	Ti	1	21
686.040	In	2	1
686.124	Ni	1	6
686.147	Ti	1	51
686.248	Fe	1	8
686.308	Mn	1	3
686.366	Mo	1	4
686.420	Gd	1	186
686.491	Co	1	11
686.513	Er	1	387
686.544	Mo	1	4
686.569	Ba	1	201
686.578	Ho	1	132
686.623	Ta	1	201
686.771	In	2	1
686.785	Ba	1	101
687.013	Ni	1	4
687.021	F	1	1
687.045	Cs	1	201
687.080	Hg	1	1
687.080	N	2	1
687.088	V	1	4
687.092	Nb	1	26
687.156	V	1	3
687.200	Pb	2	1
687.240	Co	1	201
687.243	Cu	2	4
687.350	Au	1	6
687.367	Er	1	392
687.391	Ti	1	11
687.409	Ba	2	1
687.430	N	1	1
687.430	Sb	2	26
687.502	In	1	31
687.527	Ta	1	201
687.636	Nb	1	93
687.671	Ni	1	26
687.838	Sr	1	501
687.850	Co	1	3
687.948	Sm	1	265
687.990	Nb	1	18
687.998	Er	1	240
688.162	Cr	1	16
688.194	Cu	1	9
688.240	Cr	1	21
688.305	Cr	1	71
688.325	Zr	1	9
688.380	Ti	1	4
688.409	Er	1	223
688.480	Zr	1	3
688.520	Zr	1	9
688.577	Fe	1	19
688.628	Mo	1	26
688.632	Nb	1	39
688.640	Dy	1	100
688.677	Nd	1	458
688.720	Y	1	21
688.776	Mn	1	31
688.780	Zr	1	5
688.783	N	2	1
688.829	Zr	1	26
688.849	Nb	1	18
688.856	Hg	1	1
688.910	Mo	1	6
688.992	Cu	1	9
689.076	In	2	1
689.090	Cu	1	9
689.115	In	2	1
689.143	In	2	1
689.162	In	2	1
689.166	In	2	1
689.199	In	2	1
689.220	In	2	1
689.236	Mo	1	13
689.259	Sr	1	101
689.369	Ce	1	6
689.400	V	1	3
689.453	Dy	1	99
689.457	Ce	1	7
689.492	Cs	1	1
689.507	Cs	1	1
689.529	O	2	1
689.673	Pt	1	4
689.700	Hg	1	1
689.801	Mo	1	16
689.823	Eu	1	220
689.848	Ce	1	4
689.909	Mo	1	13
689.910	Ce	1	5
690.013	In	1	51
690.055	Mo	1	5
690.055	Ta	1	81
690.059	Zr	1	13
690.152	Co	1	6
690.188	Ni	1	3
690.210	Ta	1	151
690.213	I	2	1
690.247	F	1	1
690.280	Fe	1	6
690.284	Ni	1	3
690.289	Nb	1	71
690.298	In	1	6
690.366	Eu	1	454
690.436	Zr	1	11
690.470	Mo	1	9
690.594	Cu	1	41
690.622	Sm	1	305
690.654	O	2	1
690.660	Nb	1	11
690.737	Zr	1	13
690.746	Hg	1	1
690.750	S	1	1
690.806	Nb	1	49
690.808	Co	1	31
690.811	O	2	1
690.820	Mo	1	21
690.882	Pt	1	4
690.981	F	1	1
691.016	Eu	1	159
691.075	O	2	1
691.084	Co	1	16
691.108	K	1	301
691.140	Hf	1	66
691.146	Ru	1	101
691.319	Ti	1	8
691.401	Mo	1	41
691.457	Ni	1	301
691.480	Eu	1	280
691.558	Sb	2	1
691.584	Tm	1	80
691.652	Pd	1	11
691.660	V	1	4
691.670	Fe	1	41
691.687	Zr	1	13
691.784	Al	2	1
691.833	Nb	1	91
691.872	Sm	1	168
691.903	Sm	1	277
691.960	Ti	1	5
691.996	Al	2	1
692.006	Cu	1	101
692.221	Co	1	6
692.223	Zr	1	9
692.321	Ru	1	301
692.370	Zr	1	6
692.400	Hg	1	1
692.420	Cr	1	61
692.483	Ce	1	21
692.522	Cr	1	51
692.549	Dy	1	150
692.571	Zr	1	9
692.580	Ti	1	3
692.585	Mo	1	6
692.602	Cr	1	1
692.616	Ti	1	36
692.628	Er	1	147
692.690	N	1	1
692.738	Ta	1	151
692.800	C	1	1
692.825	Ni	1	3
692.832	Zn	1	16
692.854	Ta	1	151
692.905	Nb	2	4
692.907	Zr	1	9
692.988	Ir	1	51
693.113	Mn	1	21
693.140	Mo	1	16
693.180	Zr	1	6
693.212	Ce	1	5
693.238	Zr	1	13
693.270	In	1	6
693.315	Ti	1	13
693.363	Fe	1	6
693.410	Mo	1	16
693.413	Ce	1	3
693.427	W	1	3
693.516	Hf	2	56
693.582	Cu	1	9
693.588	Ti	1	9
693.628	K	1	1
693.781	Co	1	151
693.810	Hg	2	1
693.838	Er	1	176
693.847	Zn	1	9
693.877	K	1	501
693.944	Ce	1	9
693.945	Ho	1	233
693.965	Dy	1	101
694.090	Nb	2	26
694.175	N	2	1
694.252	Mn	1	101
694.320	Zn	1	4
694.369	Hg	1	1
694.370	Ti	1	16
694.521	Fe	1	81
694.522	N	1	1
694.608	Nb	1	19
694.610	Ti	1	11
694.631	Co	1	11
694.675	Mo	1	8
694.730	Sb	2	21
694.739	Mo	1	16
694.846	Zr	1	16
694.872	Nb	1	7
695.031	Y	1	31
695.126	Fe	1	11
695.126	Ta	1	101
695.142	Dy	1	179
695.150	N	1	1
695.167	Y	2	14
695.378	Mo	1	13
695.384	Zr	1	81
695.388	Ta	1	51
695.506	Ni	1	81
695.552	Cs	2	1
695.620	Ca	1	21
695.703	Mo	1	6
695.751	Pt	1	4
695.849	Ti	1	11
695.878	I	2	1
695.944	Mo	1	4
695.990	Zr	1	7
696.064	Mo	1	13
696.077	Ce	1	11
696.148	Mo	1	11
696.393	Tl	1	6
696.416	W	1	3
696.418	K	1	1
696.451	Nd	1	215
696.467	K	1	1
696.564	Rh	1	201
696.613	Ta	1	151
696.632	Ge	2	1
696.643	Tl	2	41
696.644	Zr	1	41
696.689	Nb	1	19
696.760	N	2	1
696.806	Mn	1	6
696.834	Cu	1	4
696.840	Ca	1	3
696.890	Zr	1	3
696.900	Hg	1	1
697.153	Re	1	151
697.162	Nb	1	19
697.248	Nb	1	25
697.329	Cs	1	501
697.350	Ce	2	4
697.357	Ni	1	3
697.450	V	1	3
697.450	V	1	4
697.505	Nb	1	15
697.570	Pt	1	6
697.591	Zr	1	9
697.652	Si	1	26
697.680	N	2	1
697.693	Fe	1	4
697.744	Fe	1	5
697.840	Nb	1	11
697.846	Cr	1	126
697.850	Co	1	3
697.871	Mo	1	26
697.886	Fe	1	73
697.910	N	1	1
697.981	Cr	1	21
697.988	Y	1	22
698.037	Mo	1	11
698.039	Ti	1	13
698.089	Gd	1	298
698.091	Cr	1	6
698.091	Hf	2	301
698.104	Cr	1	9
698.140	S	1	1
698.198	Ru	1	201
698.243	Dy	1	167
698.275	Be	1	16
698.290	Ca	1	4
698.323	Ti	1	13
698.349	Cs	1	26
698.430	W	1	5
698.467	Mo	1	6
698.607	Ce	2	16
698.609	Nb	1	24
698.840	Sm	1	227
698.853	Fe	1	9
698.894	Mo	1	31
698.940	Nb	1	8
698.978	I	1	1
698.983	Pt	1	4
698.991	Mn	1	81
699.031	Ti	1	9
699.032	Nb	1	116
699.065	Se	1	1
699.084	Zr	1	51
699.112	Bi	1	11
699.169	Mo	1	13
699.280	S	1	1
699.326	W	1	4
699.339	Sm	2	174
699.432	Zr	1	16
699.457	S	1	1
699.539	Ta	1	201
699.591	Sb	1	6
699.612	Nb	1	20
699.630	Zr	1	7
699.640	Sb	2	26
699.663	Ti	1	16
699.675	Gd	2	117
699.722	Co	1	201
699.810	Dy	1	251
699.913	Mo	1	9
699.988	Mo	1	6
699.988	Yb	2	27
699.990	Fe	1	26
699.996	Ce	1	11
700.005	Cu	1	4
700.063	Fe	1	4
700.157	Ni	1	31
700.160	Mo	1	21
700.191	O	1	1
700.223	O	1	1
700.252	Mn	1	3
700.357	Si	1	51
700.446	Ni	1	16
700.465	Ti	1	16
700.481	Co	1	151
700.507	Ta	1	51
700.546	Zr	1	6
700.560	Zr	1	4
700.588	Si	1	51
700.663	Re	1	101
700.666	Ti	1	16
700.696	Ta	1	101
700.801	Fe	1	10
700.835	Ti	1	21
700.931	Hg	1	1
701.000	Bi	2	4
701.036	Fe	1	4
701.082	Se	1	1
701.094	Ti	1	16
701.105	Ti	1	13
701.136	Fe	1	6
701.180	Mo	1	4
701.225	Mn	1	11
701.320	Pb	2	1
701.385	Se	1	1
701.397	Mo	1	6
701.491	Nb	1	8
701.518	Co	1	6
701.530	N	2	1
701.607	Fe	1	1
701.644	Fe	1	126
701.644	Mo	1	11
701.661	Co	1	301
701.724	Ce	1	5
701.728	Si	1	1
701.742	Dy	1	143
701.765	Si	1	11
701.790	Tm	1	105
701.791	W	1	4
701.798	Si	1	5
701.824	I	1	1
701.843	Mo	1	9
701.875	Ce	1	7
701.891	I	2	1
701.961	Mo	1	4
702.237	Ni	1	5
702.275	Cu	2	3
702.298	Fe	1	71
702.328	Au	1	3
702.348	Nb	1	39
702.376	Ni	1	11
702.408	Fe	1	6
702.415	Re	1	126
702.452	Pr	1	276
702.465	Fe	1	24
702.486	Ni	1	51
702.503	Ta	1	81
702.532	Mo	1	13
702.581	Mn	1	3
702.607	V	1	4
702.615	Nb	2	24
702.661	Si	1	3
702.740	Zr	1	31
702.781	Co	1	201
702.795	Ru	1	251
702.868	W	1	3
702.879	Ni	1	6
703.006	Ni	1	101
703.008	Pt	1	4
703.031	Hf	2	181
703.104	Ce	1	6
703.124	Lu	1	130
703.228	Mo	1	4
703.252	Co	1	26
703.299	I	2	1
703.300	Bi	2	26
703.320	Zr	1	6
703.440	V	1	4
703.442	Ni	1	31
703.490	Si	1	51
703.586	Ti	1	21
703.615	Bi	1	6
703.737	Ni	1	5
703.746	F	1	1
703.798	Mo	1	26
703.806	Nb	1	18
703.825	Fe	1	28
703.880	Ti	1	101
703.936	Ti	1	16
703.937	Cu	1	16
704.019	Eu	1	423
704.092	S	1	1
704.206	Al	2	1
704.226	I	2	1
704.241	Pr	1	361
704.245	Rb	2	151
704.258	Co	1	6
704.310	Zr	1	5
704.454	Hg	1	1
704.529	Mo	1	7
704.681	Nb	1	241
704.937	Ge	2	3
704.968	Ni	1	3
704.973	Ce	1	4
705.065	Ti	1	41
705.070	Pb	2	1
705.122	Nb	1	18
705.126	Sb	1	1
705.289	Co	1	301
705.306	Ti	1	16
705.309	C	2	6
705.404	Co	1	201
705.450	Ti	1	9
705.558	Mn	1	6
705.588	Co	1	26
705.628	Pt	1	3
705.656	Al	2	1
705.736	Zr	1	9
705.796	Zr	1	6
705.994	Ba	1	2001
706.000	Ti	1	4
706.021	Mo	1	26
706.067	Os	1	16
706.075	Zr	1	6
706.175	Ce	2	9
706.206	Se	1	1
706.230	Dy	1	127
706.297	Ni	1	36
706.334	Mo	1	13
706.357	Ni	1	11
706.359	I	1	1
706.362	Al	2	1
706.370	C	2	6
706.385	Hf	1	141
706.505	Er	1	140
706.518	He	1	1
706.557	Pt	1	11
706.642	Nb	1	11
706.744	Fe	2	11
706.750	Ni	1	3
706.833	Ni	1	3
706.841	Fe	1	71
706.911	Ti	1	16
706.984	Mn	1	61
707.010	Sr	1	1001
707.041	Co	1	21
707.130	Zr	1	5
707.188	Fe	1	5
707.205	Ti	1	26
707.465	Sm	1	234
707.511	Sb	1	1
707.524	Nb	1	13
707.809	Pt	1	4
707.920	Co	1	11
707.960	Zr	1	4
708.122	Mo	1	13
708.130	Ta	1	51
708.190	Hg	1	1
708.222	Ni	1	3
708.340	Fe	1	6
708.397	Al	1	1
708.433	Si	1	3
708.464	Al	1	1
708.499	Co	1	501
708.521	I	2	1
708.636	Ce	2	6
708.676	Fe	1	8
708.730	Zr	1	26
708.790	Ti	1	13
708.878	Mo	1	6
708.943	Zr	1	6
709.001	Ba	1	101
709.040	Fe	1	76
709.100	C	1	1
709.130	Nb	1	8
709.131	Zr	1	6
709.186	Hg	1	1
709.208	V	1	3
709.227	As	2	1
709.280	Zr	1	4
709.320	Ti	1	5
709.453	Co	1	41
709.456	Zr	1	11
709.478	Pt	1	11
709.540	Ni	1	16
709.542	Fe	1	9
709.547	Nd	1	431
709.559	Zr	1	13
709.632	Lu	1	111
709.770	Zr	1	101
709.818	Mo	1	6
709.822	W	1	3
709.894	Nb	1	71
710.160	Au	2	1
710.160	Rh	1	61
710.195	Ni	1	4
710.202	Nb	1	39
710.221	P	1	1
710.255	Co	1	26
710.258	V	1	3
710.265	Mo	1	9
710.272	As	2	1
710.291	Zr	1	81
710.301	Mn	1	6
710.372	Zr	1	51
710.445	Rh	1	81
710.559	Mo	1	5
710.746	Fe	1	14
710.980	Zr	1	3
710.987	Mo	1	81
711.090	Hg	1	1
711.091	Ni	1	101
711.147	C	1	1
711.168	Zr	1	41
711.272	Ni	1	3
711.276	C	2	6
711.282	Zr	1	9
711.286	P	2	1
711.318	C	1	9
711.352	Zr	1	6
711.356	Co	1	151
711.373	Pt	1	81
711.455	Pr	1	438
711.470	Pb	2	1
711.519	C	1	1
711.563	C	2	16
711.596	Sm	1	326
711.688	Pr	1	379
711.699	C	1	1
711.791	Co	1	3
711.932	Nb	1	19
711.952	Hf	1	66
711.967	C	1	1
711.990	C	2	16
711.992	Hg	1	1
712.005	I	1	1
712.033	Ba	1	801
712.205	I	1	1
712.224	Ni	1	1001
712.265	Mo	1	9
712.296	Nb	1	11
712.432	Mo	1	6
712.447	Co	1	51
712.466	Cu	1	4
712.490	Ti	1	5
712.560	Ti	1	16
712.572	Ta	1	81
712.583	Lu	2	51
712.618	Nb	1	44
712.629	Hg	1	1
712.660	Ba	1	11
712.671	Ni	1	4
712.720	Zr	1	3
712.789	F	1	1
713.006	Nb	1	18
713.012	Ge	1	1
713.029	Th	1	70
713.094	Fe	1	181
713.130	Ti	1	6
713.164	Pt	1	6
713.182	Hf	1	401
713.227	Cd	1	31
713.295	Zr	1	4
713.299	Fe	1	26
713.408	Mo	1	41
713.432	Co	1	201
713.466	Al	2	1
713.499	Fe	2	6
713.601	Sm	1	171
713.828	Zr	1	4
713.881	Al	2	1
713.891	Ti	1	16
713.897	I	2	1
713.979	S	2	11
713.980	N	2	1
714.054	W	1	9
714.074	Zr	1	4
714.147	Ce	1	4
714.162	Ni	1	3
714.206	I	1	1
714.252	Fe	1	21
714.339	Zr	1	4
714.387	Zr	1	4
714.447	Zr	1	4
714.532	Fe	1	26
714.539	Ge	2	1
714.548	Sb	1	1
714.554	Os	1	31
714.613	Zr	1	4
714.625	Mo	1	5
714.674	Ni	1	3
714.813	Co	1	3
714.815	Ca	1	501
714.863	Ta	1	151
714.891	Os	1	16
714.893	W	1	7
714.942	Mo	1	4
715.021	Ce	2	4
715.093	Ni	1	6
715.128	Mn	1	31
715.136	V	1	3
715.149	Fe	1	9
715.169	Ce	1	4
715.354	Ba	1	81
715.410	Mn	1	4
715.429	Cu	1	4
715.471	Co	1	201
715.564	Fe	1	11
715.647	Dy	1	131
715.680	O	1	1
715.682	Au	1	3
715.699	Ce	1	6
715.739	Ni	1	3
715.783	Zr	1	9
715.807	Mn	1	7
715.837	P	1	1
715.870	Pb	2	1
715.900	Ti	1	7
715.918	Co	1	251
715.944	Nb	1	116
715.975	Mo	1	4
716.033	Ti	1	11
716.105	Zr	1	6
716.143	S	1	1
716.209	Zr	1	4
716.266	W	1	6
716.350	Sb	2	1
716.430	Ti	1	5
716.447	Fe	1	301
716.456	S	1	1
716.465	Eu	1	109
716.469	Si	1	3
716.479	I	1	1
716.510	Pb	2	1
716.512	S	1	1
716.545	P	1	1
716.555	Si	1	101
716.584	Nb	1	8
716.674	S	1	1
716.701	Ni	1	36
716.713	Ti	1	16
716.724	Sr	1	101
716.747	Si	1	4
716.776	S	1	1
716.786	In	1	6
716.909	Zr	1	151
717.014	Ni	1	6
717.056	Cr	1	6
717.120	Ti	1	6
717.153	Ti	1	11
717.178	Mo	1	3
717.192	In	1	13
717.290	Ta	1	151
717.373	Ni	1	3
717.446	Mn	1	4
717.512	P	1	1
717.553	Eu	1	177
717.594	Fe	1	9
717.596	Hg	1	1
717.666	P	1	1
717.689	Fe	1	11
717.726	Zr	1	4
717.790	Hg	1	1
717.827	Nb	1	15
717.977	Zr	2	4
718.000	Nb	1	10
718.110	In	1	6
718.187	In	2	1
718.193	Fe	1	9
718.200	Ni	1	201
718.204	In	2	1
718.208	V	1	3
718.252	In	2	1
718.278	Mo	1	6
718.300	Ti	1	11
718.320	In	2	101
718.345	In	2	1
718.371	Ir	1	41
718.395	In	2	1
718.425	Mn	1	41
718.489	Si	1	11
718.550	Cr	1	6
718.710	Cr	1	3
718.710	Pb	2	1
718.734	Fe	1	801
718.806	Cr	1	4
718.855	Ti	1	13
718.917	Fe	1	16
718.989	Ti	1	31
719.137	W	1	3
719.138	Nb	1	18
719.140	Sn	2	1
719.165	Y	1	26
719.323	Fe	2	9
719.337	Zr	1	4
719.356	Cu	1	11
719.358	Si	1	9
719.360	Co	1	201
719.360	Pb	2	1
719.390	Si	1	6
719.470	Sb	2	31
719.483	Eu	2	281
719.492	Cu	2	16
719.492	Fe	1	9
719.523	Ba	1	201
719.707	Ni	1	201
719.770	Ti	1	9
719.862	W	1	5
719.870	Ca	2	1
720.018	W	1	9
720.162	Zr	1	11
720.187	Ce	1	5
720.217	Ca	1	31
720.217	Co	1	5
720.236	F	1	1
720.360	Ti	1	5
720.741	Fe	1	601
720.785	Cr	1	16
720.818	Ba	1	21
720.821	Si	1	1
720.895	Nb	1	24
720.913	Be	1	11
720.944	Ti	1	151
721.248	Fe	1	9
721.335	Ti	1	8
721.356	Ba	1	11
721.497	Ti	1	11
721.620	Ti	1	51
721.631	W	1	7
721.694	Mo	1	9
721.700	N	2	1
721.734	Ce	1	6
721.734	Co	1	9
721.756	Eu	2	295
721.757	Pt	1	7
721.860	Cr	1	5
721.940	Ti	1	7
721.969	Fe	1	31
722.007	Sm	1	220
722.079	Ni	1	4
722.123	Fe	1	19
722.132	In	1	31
722.204	In	2	1
722.239	Fe	2	16
722.250	Sb	1	6
722.367	Fe	1	21
722.387	Zr	1	4
722.451	Fe	2	13
722.468	Eu	1	163
722.513	Ni	1	3
722.605	W	1	3
722.608	In	1	6
722.621	Si	1	11
722.707	Nd	1	311
722.730	I	1	1
722.828	Mo	1	4
722.853	Cs	1	501
722.869	Fe	1	9
722.884	Ba	1	201
722.897	Pb	1	51
722.921	In	2	1
723.005	Dy	1	124
723.040	Ti	1	5
723.130	Tm	1	59
723.132	C	2	101
723.227	Sr	1	51
723.298	P	2	1
723.331	Ti	1	11
723.344	Ti	1	11
723.533	Si	1	16
723.582	Si	1	11
723.622	Cr	1	4
723.642	C	2	151
723.678	I	1	1
723.701	Cd	2	16
723.708	W	1	6
723.710	Hf	1	301
723.784	I	1	1
723.837	Ce	2	4
723.890	Ru	1	201
723.962	Mn	1	4
723.988	Fe	1	46
724.046	Mo	1	9
724.087	Hf	1	221
724.145	In	2	1
724.170	Ce	1	6
724.181	Nb	1	8
724.250	Mo	1	81
724.306	S	1	1
724.458	Mo	1	5
724.477	S	1	1
724.486	Fe	1	19
724.486	Ti	1	151
724.523	W	1	3
724.570	Hg	1	1
724.585	Mo	1	61
724.649	Re	1	151
724.680	Re	1	101
724.782	Mn	1	41
724.848	Zr	1	4
724.906	S	1	1
724.910	Cr	1	3
724.933	Ti	1	31
725.012	Co	1	81
725.014	Si	1	1
725.027	Ta	1	81
725.063	Si	1	41
725.172	Ti	1	126
725.235	Nb	1	47
725.272	Ce	1	9
725.349	Os	1	16
725.377	Ti	1	8
725.410	In	2	1
725.415	O	1	1
725.445	O	1	1
725.453	O	1	1
725.465	Fe	1	19
725.518	In	2	1
725.566	V	1	3
725.583	Cu	2	21
725.606	In	2	1
725.619	Nb	1	8
725.662	Cl	1	3
725.817	Zr	1	4
725.870	Eu	1	207
725.890	Nb	1	13
725.900	C	1	1
725.930	N	2	1
726.154	Fe	1	29
726.186	Ti	1	11
726.193	Ni	1	301
726.200	Bi	2	3
726.276	Eu	1	172
726.340	Ti	1	16
726.358	Co	1	7
726.418	Y	2	36
726.429	V	1	9
726.430	Cr	1	1
726.476	Zr	1	1
726.499	Fe	2	11
726.533	Ti	1	9
726.622	Ni	1	16
726.629	Ti	1	26
726.762	Mo	1	41
726.823	Rh	1	126
726.865	Cr	1	6
726.892	Nb	1	8
726.910	Ti	1	7
726.920	Hg	1	1
726.924	Ti	1	6
727.085	Rh	1	201
727.141	Ti	1	8
727.193	Rh	1	81
727.204	In	2	1
727.377	Ti	1	16
727.384	Re	1	151
727.390	Ti	1	6
727.449	W	1	4
727.478	Nb	1	11
727.500	Sb	2	36
727.529	Si	1	51
727.545	In	2	1
727.641	In	2	1
727.676	Nb	1	8
727.758	In	2	1
727.764	Hf	2	56
727.824	W	1	9
727.976	In	1	6
727.996	Cs	1	36
728.000	Pb	1	451
728.030	Ba	1	1001
728.104	S	1	1
728.129	Ti	1	9
728.152	Eu	1	163
728.153	Mo	1	6
728.174	Ti	1	11
728.180	Au	1	3
728.224	Sm	1	171
728.239	Fe	1	6
728.281	Si	1	1
728.382	Mn	1	401
728.398	Zr	1	4
728.438	Cd	2	26
728.469	Zr	1	4
728.484	Fe	1	31
728.528	Co	1	201
728.528	Fe	1	3
728.580	W	1	11
728.656	Ni	1	11
728.736	Fe	2	7
728.876	Fe	1	51
728.917	Si	1	201
728.919	Pr	1	248
729.018	Sm	1	180
729.026	Si	1	11
729.080	Ti	1	6
729.087	Ni	1	21
729.148	Ni	1	101
729.272	Re	1	301
729.300	In	2	1
729.307	Fe	1	151
729.476	Hg	1	1
729.498	Fe	1	6
729.501	Mo	1	5
729.658	W	1	13
729.700	Ti	1	4
729.754	Eu	1	111
729.775	Ni	1	5
729.791	In	2	1
729.971	Ti	1	51
730.019	Mo	1	21
730.047	Fe	1	9
730.119	Eu	2	261
730.138	Mn	1	3
730.168	Hg	1	1
730.174	Ta	1	201
730.289	Mn	1	301
730.300	Ti	1	6
730.301	In	2	1
730.334	In	2	1
730.375	In	2	1
730.587	Ti	1	7
730.621	Zr	1	6
730.660	Cu	2	13
730.661	Fe	1	38
730.671	V	1	5
730.713	Ti	1	31
730.723	Ba	1	11
730.732	Zr	1	4
730.796	Fe	2	56
730.830	Ca	1	3
730.903	F	1	1
730.941	Sr	1	201
730.964	Ni	1	4
731.008	Pd	1	6
731.024	Fe	2	7
731.046	Eu	1	166
731.051	Tm	1	141
731.087	Hg	1	1
731.102	F	1	1
731.110	Fe	1	86
731.162	Zr	1	6
731.193	Nb	1	8
731.300	Hf	1	1
731.372	Zr	1	6
731.430	F	1	1
731.474	Dy	2	58
731.533	Mo	1	5
731.556	Ti	1	21
731.573	Co	1	26
731.690	Hg	1	1
731.703	Nb	1	18
731.730	Zr	1	4
731.808	Zr	1	9
731.839	Ti	1	81
731.840	Ca	1	4
732.070	Fe	3	44
732.139	Nd	1	261
732.144	V	1	3
732.279	Mo	1	8
732.371	Zr	1	4
732.391	Nb	1	23
732.534	Mo	1	6
732.563	Ni	2	1
732.602	Cu	2	16
732.615	Ca	1	401
732.650	Ba	1	11
732.651	Mn	1	501
732.702	Gd	1	122
732.747	Hg	1	1
732.760	Ca	1	3
732.767	Ni	1	26
732.782	Zr	1	4
732.838	Nb	1	24
732.847	Pr	1	247
732.863	Hf	2	34
732.902	Mo	1	16
732.966	V	1	3
732.992	Ce	1	6
733.012	Pb	1	11
733.038	Ge	1	1
733.097	Ti	1	41
733.153	Mo	1	13
733.174	Cu	2	16
733.195	F	1	1
733.226	Ti	1	9
733.230	Nb	1	8
733.240	Hg	1	1
733.273	Zr	1	4
733.349	Ni	1	3
733.362	Fe	1	9
733.371	Mo	1	9
733.466	Fe	2	9
733.560	Zr	1	3
733.572	Al	1	1
733.597	Zr	1	9
733.617	Eu	1	271
733.892	V	1	51
734.003	Zr	1	4
734.179	Mo	1	4
734.280	Mn	1	3
734.340	Sb	2	5
734.396	Zr	1	6
734.416	Hg	2	1
734.443	Au	2	1
734.472	Ti	1	201
734.515	V	1	3
734.567	Cd	1	1001
734.637	Hg	2	21
734.641	Ta	1	101
734.646	Y	1	45
734.722	Sm	1	428
734.849	Mo	1	16
734.956	In	2	1
735.000	In	2	1
735.037	In	2	1
735.090	In	2	1
735.116	Fe	1	16
735.135	I	2	1
735.140	Ni	1	4
735.148	In	2	1
735.150	Fe	1	26
735.158	In	2	1
735.204	Re	1	51
735.216	Ti	1	13
735.286	Ta	1	151
735.316	Nb	1	71
735.333	Ge	1	1
735.334	Zr	1	4
735.347	Co	1	26
735.459	Co	1	151
735.469	In	2	1
735.493	In	2	1
735.512	In	2	1
735.593	Cr	1	81
735.654	V	1	21
735.696	Ta	1	101
735.711	Nd	1	253
735.774	Ti	1	201
735.860	Zr	1	4
735.866	V	1	3
735.929	Ba	1	21
736.038	Mo	1	9
736.066	Zr	1	6
736.139	V	1	11
736.156	Zr	1	4
736.157	Al	1	1
736.165	Mo	1	11
736.230	Al	1	6
736.249	V	1	3
736.320	V	1	26
736.395	Fe	1	9
736.411	Ti	1	151
736.441	Mo	1	6
736.525	Mo	1	8
736.660	Ti	1	19
736.720	Zr	1	4
736.724	In	1	13
736.730	Hg	1	1
736.812	Pd	1	21
736.909	Ta	1	101
736.958	Eu	1	269
737.022	Eu	2	280
737.171	Hg	1	1
737.251	Nb	1	181
737.300	Si	1	11
737.323	Na	1	1
737.349	Na	1	1
737.350	Hg	1	1
737.350	Zr	1	4
737.480	Zr	1	4
737.559	Ba	1	51
737.643	Fe	2	9
737.646	Fe	1	11
737.685	Mn	1	3
737.785	Zr	1	4
737.919	Zr	1	4
738.100	Bi	2	21
738.191	Ni	1	41
738.218	Cu	2	11
738.292	Fe	1	7
738.314	Mo	1	7
738.363	Zr	1	4
738.390	Cd	1	1001
738.398	Ar	1	1
738.421	Ce	1	1
738.460	Pt	1	3
738.508	W	1	8
738.524	Ni	1	151
738.530	Cd	1	801
738.595	V	1	4
738.621	Ni	1	101
738.640	Fe	1	66
738.769	Mg	1	1
738.779	Sn	2	16
738.800	Bi	2	6
738.870	Co	1	201
738.942	Fe	1	181
739.073	Hf	1	14
739.136	Mo	1	51
739.192	Pd	1	11
739.241	Ba	1	401
739.300	Cd	1	71
739.349	V	1	4
739.363	Ni	1	601
739.393	Ru	1	151
739.580	Hg	1	1
739.776	Ce	1	9
739.868	F	1	1
739.920	Cd	1	71
739.930	Zr	1	6
739.989	Cu	2	21
740.023	Cr	1	81
740.090	Zr	1	4
740.113	Ni	1	16
740.169	Fe	1	11
740.206	I	1	1
740.264	Ge	1	1
740.434	Cu	2	101
740.440	Eu	1	162
740.450	Mo	1	6
740.505	Sb	1	6
740.577	Si	1	301
740.789	Ta	1	151
740.817	Rb	1	501
740.908	Si	1	101
740.939	Ni	1	401
740.943	Co	1	11
740.997	Ba	1	31
741.002	As	1	9
741.046	Hg	1	1
741.050	I	1	1
741.118	Fe	1	101
741.120	I	1	1
741.139	Zr	1	4
741.238	Dy	1	179
741.332	Mo	1	5
741.336	Cr	1	3
741.424	Zr	1	4
741.451	Ni	1	201
741.454	Co	1	6
741.535	Si	1	16
741.581	Mn	1	3
741.595	Si	1	201
741.648	I	1	1
741.738	Co	1	301
741.753	Ba	1	101
741.789	Zr	1	7
741.810	Hg	2	1
741.867	Fe	1	11
741.935	Ni	1	3
741.959	Cr	1	4
741.983	Nb	1	8
742.070	Cu	2	9
742.230	Ni	1	601
742.275	Zr	1	4
742.317	Ti	1	36
